--------------------- 
# threads, 16 
# lock-calls, 10000 
# repetitions, 20 
--------------------- 
thread ID, # CS reached 
0, 1050.500000 
1, 265.250000 
2, 943.300000 
3, 1163.100000 
4, 1334.000000 
5, 1045.600000 
6, 46.100000 
7, 10.300000 
8, 1357.950000 
9, 161.300000 
10, 71.750000 
11, 1002.100000 
12, 1144.650000 
13, 149.650000 
14, 247.400000 
15, 7.050000 
