--------------------- 
# threads, 16 
# lock-calls, 10000 
# repetitions, 10 
--------------------- 
thread ID, # CS reached 
0, 111.400000 
1, 117.000000 
2, 113.100000 
3, 1568.500000 
4, 125.100000 
5, 737.000000 
6, 235.100000 
7, 79.300000 
8, 106.700000 
9, 115.700000 
10, 528.500000 
11, 331.900000 
12, 2452.800000 
13, 76.600000 
14, 2262.400000 
15, 1038.900000 
