--------------------- 
# threads, 16 
# lock-calls, 10000 
# repetitions, 10 
--------------------- 
thread ID, # CS reached 
0, 626.100000 
1, 624.600000 
2, 624.600000 
3, 624.700000 
4, 624.300000 
5, 625.200000 
6, 624.400000 
7, 625.000000 
8, 624.600000 
9, 625.000000 
10, 624.600000 
11, 624.500000 
12, 625.100000 
13, 625.200000 
14, 627.000000 
15, 625.100000 
