--------------------- 
# threads, 16 
# lock-calls, 10000 
# repetitions, 10 
--------------------- 
thread ID, # CS reached 
0, 383.300000 
1, 867.400000 
2, 319.500000 
3, 325.100000 
4, 1104.900000 
5, 442.800000 
6, 750.200000 
7, 218.500000 
8, 626.500000 
9, 801.500000 
10, 737.300000 
11, 357.200000 
12, 740.400000 
13, 1274.800000 
14, 668.300000 
15, 382.400000 
